"city","city_ascii","state_id","state_name","county_fips","county_name","lat","lng","population","density","source","military","incorporated","timezone","ranking","zips","id"
"Pecktonville","Pecktonville","MD","Maryland","24043","Washington","39.6660","-78.0482","121","79.4","shape","FALSE","FALSE","America/New_York","3","21711","1840024406"
"Strathmere","Strathmere","NJ","New Jersey","34009","Cape May","39.1944","-74.6618","121","88.7","shape","FALSE","FALSE","America/New_York","3","08248","1840005868"
"Gilson","Gilson","IL","Illinois","17095","Knox","40.8629","-90.1992","121","37.7","shape","FALSE","FALSE","America/Chicago","3","61436","1840025535"
"Joes","Joes","CO","Colorado","08125","Yuma","39.6559","-102.6786","121","22.4","shape","FALSE","FALSE","America/Denver","3","80822","1840024319"
"Hissop","Hissop","AL","Alabama","01037","Coosa","32.8815","-86.1285","121","4.3","shape","FALSE","FALSE","America/Chicago","3","35136 35089","1840023019"
"Tullahassee","Tullahassee","OK","Oklahoma","40145","Wagoner","35.8406","-95.4383","121","25.7","shape","FALSE","TRUE","America/Chicago","3","74454","1840022704"
"Sunbury","Sunbury","NC","North Carolina","37073","Gates","36.4469","-76.6127","121","19.1","shape","FALSE","FALSE","America/New_York","3","27979","1840025762"
"Pence","Pence","WI","Wisconsin","55051","Iron","46.4104","-90.2695","121","43.7","shape","FALSE","FALSE","America/Chicago","3","54550","1840025272"
"Century","Century","WV","West Virginia","54001","Barbour","39.1003","-80.1883","121","98.1","shape","FALSE","FALSE","America/New_York","3","26238","1840025623"
"Fernwood","Fernwood","MS","Mississippi","28113","Pike","31.1847","-90.4531","121","23.5","shape","FALSE","FALSE","America/Chicago","3","39635 39648","1840032317"
"Greenvale","Greenvale","TN","Tennessee","47189","Wilson","36.0055","-86.2012","120","19.1","shape","FALSE","FALSE","America/Chicago","3","37184","1840110892"
"Sombrillo","Sombrillo","NM","New Mexico","35049","Santa Fe","35.9802","-106.0352","120","48.9","shape","FALSE","FALSE","America/Denver","3","87532","1840019100"
"Wingate","Wingate","TX","Texas","48399","Runnels","32.0455","-100.1040","120","21.2","shape","FALSE","FALSE","America/Chicago","3","79566","1840112603"
"Burr Oak","Burr Oak","KS","Kansas","20089","Jewell","39.8700","-98.3055","120","56.3","shape","FALSE","TRUE","America/Chicago","3","66936","1840007278"
"Ali Chuk","Ali Chuk","AZ","Arizona","04019","Pima","31.8169","-112.5584","120","32.1","shape","FALSE","FALSE","America/Phoenix","3","85634","1840023060"
"Cassandra","Cassandra","PA","Pennsylvania","42021","Cambria","40.4085","-78.6407","120","177.3","shape","FALSE","TRUE","America/New_York","3","15925","1840001103"
"Ohiowa","Ohiowa","NE","Nebraska","31059","Fillmore","40.4136","-97.4524","120","133.1","shape","FALSE","TRUE","America/Chicago","3","68416","1840012052"
"Dexter City","Dexter City","OH","Ohio","39121","Noble","39.6593","-81.4739","120","110.0","shape","FALSE","TRUE","America/New_York","3","45727","1840012465"
"Homestown","Homestown","MO","Missouri","29155","Pemiscot","36.3318","-89.8242","120","84.6","shape","FALSE","TRUE","America/Chicago","3","63879","1840007672"
"Valley Park","Valley Park","MS","Mississippi","28055","Issaquena","32.6371","-90.8619","120","10.2","shape","FALSE","FALSE","America/Chicago","3","39177","1840026042"
"Turin","Turin","IA","Iowa","19133","Monona","42.0208","-95.9662","120","38.0","shape","FALSE","TRUE","America/Chicago","3","51040","1840010131"
"Bunker Hill","Bunker Hill","KS","Kansas","20167","Russell","38.8753","-98.6989","120","33.4","shape","FALSE","TRUE","America/Chicago","3","67626","1840007412"
"Waka","Waka","TX","Texas","48357","Ochiltree","36.2816","-101.0441","120","76.9","shape","FALSE","FALSE","America/Chicago","3","79093","1840023104"
"Glen Ferris","Glen Ferris","WV","West Virginia","54019","Fayette","38.1519","-81.2185","120","34.0","shape","FALSE","FALSE","America/New_York","3","25090","1840025678"
"Coates","Coates","MN","Minnesota","27037","Dakota","44.7151","-93.0321","120","30.9","shape","FALSE","TRUE","America/Chicago","3","55068","1840006767"
"Swaledale","Swaledale","IA","Iowa","19033","Cerro Gordo","42.9765","-93.3155","120","138.7","shape","FALSE","TRUE","America/Chicago","3","50477","1840009051"
"Broadwell","Broadwell","IL","Illinois","17107","Logan","40.0668","-89.4429","120","43.7","shape","FALSE","TRUE","America/Chicago","3","62634","1840010476"
"Naukati Bay","Naukati Bay","AK","Alaska","02198","Prince of Wales-Hyder","55.8801","-133.1992","120","9.7","shape","FALSE","FALSE","America/Sitka","3","99921","1840023516"
"Hindsville","Hindsville","AR","Arkansas","05087","Madison","36.1458","-93.8627","120","77.5","shape","FALSE","TRUE","America/Chicago","3","72738","1840016107"
"Hamorton","Hamorton","PA","Pennsylvania","42029","Chester","39.8679","-75.6517","120","453.6","shape","FALSE","FALSE","America/New_York","3","19348 19317","1840035349"
"La Cueva","La Cueva","NM","New Mexico","35043","Sandoval","35.8694","-106.6485","120","28.2","shape","FALSE","FALSE","America/Denver","3","87025","1840138523"
"Angelica","Angelica","WI","Wisconsin","55115","Shawano","44.6750","-88.3216","120","29.6","shape","FALSE","FALSE","America/Chicago","3","54162","1840023918"
"Lucerne","Lucerne","IN","Indiana","18017","Cass","40.8664","-86.4033","120","67.4","point","FALSE","FALSE","America/Indiana/Indianapolis","4","46950","1840055095"
"Dorseyville","Dorseyville","LA","Louisiana","22047","Iberville","30.1773","-91.1614","120","269.5","shape","FALSE","FALSE","America/Chicago","3","70788","1840153109"
"Conroy","Conroy","IA","Iowa","19095","Iowa","41.7266","-91.9985","119","60.3","shape","FALSE","FALSE","America/Chicago","3","52220","1840026248"
"Marion","Marion","ND","North Dakota","38045","LaMoure","46.6091","-98.3375","119","54.8","shape","FALSE","TRUE","America/Chicago","3","58466","1840000220"
"Casa","Casa","AR","Arkansas","05105","Perry","35.0253","-93.0448","119","42.1","shape","FALSE","TRUE","America/Chicago","3","72025","1840016489"
"Urbana","Urbana","AR","Arkansas","05139","Union","33.1585","-92.4453","119","24.7","shape","FALSE","FALSE","America/Chicago","3","71730","1840027679"
"Osco","Osco","IL","Illinois","17073","Henry","41.3465","-90.2827","119","94.9","shape","FALSE","FALSE","America/Chicago","3","61274","1840051506"
"Tustin","Tustin","WI","Wisconsin","55137","Waushara","44.1698","-88.8960","119","44.7","shape","FALSE","FALSE","America/Chicago","3","54940","1840025387"
"Dodson","Dodson","MT","Montana","30071","Phillips","48.3953","-108.2472","119","150.4","shape","FALSE","TRUE","America/Denver","3","59524","1840021048"
"Rudy","Rudy","AR","Arkansas","05033","Crawford","35.5304","-94.2406","119","29.0","shape","FALSE","TRUE","America/Chicago","3","72921 72952","1840017828"
"Armstrong","Armstrong","OK","Oklahoma","40013","Bryan","34.0528","-96.3448","119","180.4","shape","FALSE","TRUE","America/Chicago","3","74729","1840020544"
"Cleveland","Cleveland","ND","North Dakota","38093","Stutsman","46.8910","-99.1195","119","48.3","shape","FALSE","TRUE","America/Chicago","3","58424","1840001922"
"East Fairview","East Fairview","ND","North Dakota","38053","McKenzie","47.8554","-104.0375","119","99.8","shape","FALSE","FALSE","America/Denver","3","59221","1840023780"
"Ayr","Ayr","NE","Nebraska","31001","Adams","40.4377","-98.4409","119","123.1","shape","FALSE","TRUE","America/Chicago","3","68925","1840012036"
"Davis","Davis","SD","South Dakota","46125","Turner","43.2595","-96.9945","119","106.9","shape","FALSE","TRUE","America/Chicago","3","57021","1840000356"
"Templeton","Templeton","VA","Virginia","51149","Prince George","37.0811","-77.3563","119","22.2","shape","FALSE","FALSE","America/New_York","3","23805","1840026870"
"Oketo","Oketo","KS","Kansas","20117","Marshall","39.9632","-96.5989","119","83.8","shape","FALSE","TRUE","America/Chicago","3","66518","1840008425"
"Lawtonka Acres","Lawtonka Acres","OK","Oklahoma","40031","Comanche","34.7789","-98.5305","119","310.0","shape","FALSE","FALSE","America/Chicago","3","73507","1840097245"
"Bristol","Bristol","GA","Georgia","13229","Pierce","31.4507","-82.2148","119","25.4","shape","FALSE","FALSE","America/New_York","4","31518 31551","1840049857"
"Couderay","Couderay","WI","Wisconsin","55113","Sawyer","45.7976","-91.3005","119","47.4","shape","FALSE","TRUE","America/Chicago","3","54828","1840001999"
"Hickory Hill","Hickory Hill","KY","Kentucky","21111","Jefferson","38.2877","-85.5679","119","1047.0","shape","FALSE","TRUE","America/New_York","3","40241","1840030797"
"Tennessee","Tennessee","IL","Illinois","17109","McDonough","40.4114","-90.8363","119","108.0","shape","FALSE","TRUE","America/Chicago","3","62374","1840012114"
"Ball Club","Ball Club","MN","Minnesota","27061","Itasca","47.3311","-93.9460","119","16.6","shape","FALSE","FALSE","America/Chicago","3","56636","1840026095"
"Horntown","Horntown","OK","Oklahoma","40063","Hughes","35.0869","-96.2476","119","11.6","shape","FALSE","TRUE","America/Chicago","3","74848","1840021819"
"Martell","Martell","NE","Nebraska","31109","Lancaster","40.6389","-96.7589","119","65.0","shape","FALSE","FALSE","America/Chicago","3","68404","1840078532"
"Dacoma","Dacoma","OK","Oklahoma","40151","Woods","36.6596","-98.5635","119","87.8","shape","FALSE","TRUE","America/Chicago","3","73731","1840021596"
"Verona","Verona","ND","North Dakota","38045","LaMoure","46.3626","-98.0771","119","79.9","shape","FALSE","TRUE","America/Chicago","3","58490","1840000214"
"Rubicon","Rubicon","WI","Wisconsin","55027","Dodge","43.3371","-88.4525","119","108.7","shape","FALSE","FALSE","America/Chicago","3","53078","1840124076"
"Grasston","Grasston","MN","Minnesota","27065","Kanabec","45.7958","-93.1526","119","49.2","shape","FALSE","TRUE","America/Chicago","3","55006 55030","1840007763"
"Wildrose","Wildrose","ND","North Dakota","38105","Williams","48.6299","-103.1837","119","39.8","shape","FALSE","TRUE","America/Chicago","3","58795","1840001870"
"Greenville","Greenville","OK","Oklahoma","40085","Love","34.0061","-97.1240","119","36.1","shape","FALSE","FALSE","America/Chicago","3","73448","1840140998"
"Dawson","Dawson","IA","Iowa","19049","Dallas","41.8431","-94.2203","119","92.8","shape","FALSE","TRUE","America/Chicago","3","50066","1840007055"
"Atqasuk","Atqasuk","AK","Alaska","02185","North Slope","70.4810","-157.3835","119","1.2","shape","FALSE","TRUE","America/Anchorage","3","99791","1840023480"
"Perley","Perley","MN","Minnesota","27107","Norman","47.1761","-96.8015","119","135.9","shape","FALSE","TRUE","America/Chicago","3","56574","1840008834"
"Lynndyl","Lynndyl","UT","Utah","49027","Millard","39.5085","-112.3933","119","14.5","shape","FALSE","TRUE","America/Denver","3","84640","1840022458"
"Lawson","Lawson","AR","Arkansas","05139","Union","33.1999","-92.4878","119","14.0","shape","FALSE","FALSE","America/Chicago","3","71730 71750","1840001830"
"Mays","Mays","IN","Indiana","18139","Rush","39.7437","-85.4300","119","169.0","point","FALSE","FALSE","America/Indiana/Indianapolis","4","46155 46173","1840029984"
"Vincent","Vincent","IA","Iowa","19187","Webster","42.5917","-94.0198","119","117.8","shape","FALSE","TRUE","America/Chicago","3","50594","1840010096"
"Bayfront","Bayfront","WI","Wisconsin","55003","Ashland","46.6235","-90.7898","119","32.2","shape","FALSE","FALSE","America/Chicago","4","54806","1840153094"
"Christopher Creek","Christopher Creek","AZ","Arizona","04007","Gila","34.3206","-111.0071","118","14.5","shape","FALSE","FALSE","America/Phoenix","3","85541","1840022862"
"Owl Ranch","Owl Ranch","TX","Texas","48249","Jim Wells","27.8927","-98.0934","118","61.4","shape","FALSE","FALSE","America/Chicago","3","78332","1840037143"
"Goodnews Bay","Goodnews Bay","AK","Alaska","02050","Bethel","59.1271","-161.5753","118","13.7","shape","FALSE","TRUE","America/Anchorage","3","99589","1840023357"
"Lamy","Lamy","NM","New Mexico","35049","Santa Fe","35.4854","-105.8863","118","17.6","shape","FALSE","FALSE","America/Denver","3","87540","1840017776"
"Bessemer Bend","Bessemer Bend","WY","Wyoming","56025","Natrona","42.7561","-106.5176","118","18.1","shape","FALSE","FALSE","America/Denver","3","82604","1840038424"
"Oxbow","Oxbow","NY","New York","36045","Jefferson","44.2893","-75.6262","118","112.9","shape","FALSE","FALSE","America/New_York","3","13608 13691 13671","1840023983"
"Belden","Belden","NE","Nebraska","31027","Cedar","42.4116","-97.2077","118","112.0","shape","FALSE","TRUE","America/Chicago","3","68717","1840011069"
"Montezuma","Montezuma","CO","Colorado","08117","Summit","39.5814","-105.8678","118","88.0","shape","FALSE","TRUE","America/Denver","3","80435","1840022435"
"Rhineland","Rhineland","MO","Missouri","29139","Montgomery","38.7205","-91.5175","118","150.1","shape","FALSE","TRUE","America/Chicago","3","65069","1840010698"
"Walnut Hill","Walnut Hill","IL","Illinois","17121","Marion","38.4777","-89.0447","118","121.2","shape","FALSE","TRUE","America/Chicago","3","62893","1840012850"
"Chest Springs","Chest Springs","PA","Pennsylvania","42021","Cambria","40.5781","-78.6107","118","131.2","shape","FALSE","TRUE","America/New_York","3","16624","1840001104"
"Lincoln","Lincoln","IA","Iowa","19171","Tama","42.2627","-92.6923","118","81.2","shape","FALSE","TRUE","America/Chicago","3","50635 50652","1840009149"
"Guys Mills","Guys Mills","PA","Pennsylvania","42039","Crawford","41.6308","-79.9760","118","128.4","shape","FALSE","FALSE","America/New_York","3","16327","1840004808"
"Blandville","Blandville","KY","Kentucky","21007","Ballard","36.9441","-88.9646","118","88.2","shape","FALSE","TRUE","America/Chicago","3","42087","1840013261"
"Appleton","Appleton","AR","Arkansas","05115","Pope","35.4185","-92.8724","118","8.9","shape","FALSE","FALSE","America/Chicago","3","72823 72843","1840003885"
"Huntington Center","Huntington Center","VT","Vermont","50007","Chittenden","44.2906","-72.9672","118","45.8","shape","FALSE","FALSE","America/New_York","3","05462","1840114856"
